#YYYYmmdd HHMMSS.ss;Duration;Magnitude;Longitude;Latitude;Depth;Type;File;Valid;Projection;Operator
20140620 205030.92;2,2;;;;;Sommital;;0;WGS84;VF
20140620 205026.96;3,4;;;;;Sommital;;0;WGS84;VF
20140620 205023.80;3,2;;;;;Sommital;;0;WGS84;VF
20140620 205015.72;5,64;;;;;Sommital;;0;WGS84;VF
20140620 205000.76;16,96;1.3785279;55.709089;-21.246368;-0.80984375;Sommital;2014/06/20/ovpf2014maet;1;WGS84;VF
20140620 204956.36;2,76;;;;;Sommital;;0;WGS84;VF
20140620 204954.52;1,76;;;;;Sommital;;0;WGS84;VF
20140620 204950.04;4,16;;;;;Sommital;;0;WGS84;VF
20140620 204947.80;2,08;;;;;Sommital;;0;WGS84;VF
20140620 204943.56;3,24;;;;;Sommital;;0;WGS84;VF
20140620 204940.24;2,56;;;;;Sommital;;0;WGS84;VF
20140620 204935.76;3,88;;;;;Sommital;;0;WGS84;VF
20140620 204933.80;2;;;;;Sommital;;0;WGS84;VF
20140620 204923.96;6,76;;;;;Sommital;;0;WGS84;VF
20140620 204917.40;2,96;;;;;Sommital;;0;WGS84;VF
20140620 204913.96;3,52;;;;;Sommital;;0;WGS84;VF
20140620 204907.80;2,2;;;;;Sommital;;0;WGS84;VF
20140620 204905.96;1,76;;;;;Sommital;;0;WGS84;VF
20140620 204903.76;3,32;;;;;Sommital;;0;WGS84;VF
20140620 204853.96;9,52;;;;;Effondrement;;0;WGS84;VF
20140620 204846.56;3,04;;;;;Sommital;;0;WGS84;VF
20140620 204828.96;17,04;1.3744224;55.71333;-21.247301;-0.68703125;Sommital;2014/06/20/ovpf2014maes;1;WGS84;VF
20140620 204823.80;4,96;;;;;Sommital;;0;WGS84;VF
20140620 204821.68;1,96;;;;;Sommital;;0;WGS84;VF
20140620 204812.96;5,28;;;;;Sommital;;0;WGS84;VF
20140620 204800.32;10,4;;;;;Effondrement;;0;WGS84;VF
20140620 204755.12;3,52;;;;;Sommital;;0;WGS84;VF
20140620 204751.84;2,2;;;;;Sommital;;0;WGS84;VF
20140620 204748.88;2,56;;;;;Sommital;;0;WGS84;VF
20140620 204731.48;1,92;;;;;Sommital;;0;WGS84;VF
20140620 204731.48;17,28;;;;;Effondrement;;0;WGS84;VF
20140620 204721.88;5,04;;;;;Sommital;;0;WGS84;VF
20140620 204719.24;2,44;;;;;Sommital;;0;WGS84;VF
20140620 204717.44;2,56;;;;;Sommital;;0;WGS84;VF
20140620 204714.40;2,4;;;;;Sommital;;0;WGS84;VF
20140620 204713.08;1,56;;;;;Sommital;;0;WGS84;VF
20140620 204708.68;4,6;;;;;Sommital;;0;WGS84;VF
20140620 204703.56;2,48;;;;;Sommital;;0;WGS84;VF
20140620 204654.48;3,96;;;;;Sommital;;0;WGS84;VF
20140620 204654.44;4,76;;;;;Sommital;;0;WGS84;VF
20140620 204653.08;1,52;;;;;Sommital;;0;WGS84;VF
20140620 204651.60;1,48;;;;;Sommital;;0;WGS84;VF
20140620 204649.36;1,92;;;;;Sommital;;0;WGS84;VF
20140620 204646.00;4;;;;;Sommital;;0;WGS84;VF
20140620 204643.80;2;;;;;Sommital;;0;WGS84;VF
20140620 204638.80;3,96;;;;;Sommital;;0;WGS84;VF
20140620 204635.56;3,2;;;;;Sommital;;0;WGS84;VF
20140620 204633.20;2,4;;;;;Sommital;;0;WGS84;VF
20140620 204629.96;3,08;;;;;Sommital;;0;WGS84;VF
20140620 204621.12;7,32;;;;;Sommital;;0;WGS84;VF
20140620 204617.32;2,52;;;;;Sommital;;0;WGS84;VF
20140620 204613.84;3,64;;;;;Sommital;;0;WGS84;VF
20140620 204611.20;2,72;;;;;Sommital;;0;WGS84;VF
20140620 204604.28;9,6;;;;;Sommital;;0;WGS84;VF
20140620 204600.12;3,4;;;;;Sommital;;0;WGS84;VF
20140620 204557.60;2,84;;;;;Sommital;;0;WGS84;VF
20140620 204555.96;3,32;;;;;Sommital;;0;WGS84;VF
20140620 204550.56;4,96;;;;;Sommital;;0;WGS84;VF
20140620 204544.44;6,28;;;;;Sommital;;0;WGS84;VF
20140620 204541.12;7,48;;;;;Sommital;;0;WGS84;VF
20140620 204538.48;2,52;;;;;Sommital;;0;WGS84;VF
20140620 204534.28;3,88;;;;;Sommital;;0;WGS84;VF
20140620 204531.28;3,04;;;;;Sommital;;0;WGS84;VF
20140620 204527.36;3,68;;;;;Sommital;;0;WGS84;VF
20140620 204524.28;2,56;;;;;Sommital;;0;WGS84;VF
20140620 204518.40;3,96;;;;;Sommital;;0;WGS84;VF
20140620 204514.96;3,68;;;;;Sommital;;0;WGS84;VF
20140620 204508.20;3,36;;;;;Sommital;;0;WGS84;VF
20140620 204503.88;2,32;;;;;Sommital;;0;WGS84;VF
20140620 204459.80;2,96;;;;;Sommital;;0;WGS84;VF
20140620 204456.04;3,72;;;;;Sommital;;0;WGS84;VF
20140620 204453.24;3;;;;;Sommital;;0;WGS84;VF
20140620 204450.52;3,08;;;;;Sommital;;0;WGS84;VF
20140620 204441.52;7,68;;;;;Sommital;;0;WGS84;VF
20140620 204437.40;4;;;;;Sommital;;0;WGS84;VF
20140620 204434.28;5,72;;;;;Sommital;;0;WGS84;VF
20140620 204428.08;6,76;;;;;Sommital;;0;WGS84;VF
20140620 204421.56;7,56;;;;;Sommital;;0;WGS84;VF
20140620 204415.24;6,12;;;;;Sommital;;0;WGS84;VF
20140620 204413.08;1,96;;;;;Sommital;;0;WGS84;VF
20140620 204404.68;7,48;;;;;Sommital;;0;WGS84;VF
20140620 204358.56;11,2;;;;;Sommital;;0;WGS84;VF
20140620 204347.00;16,12;;;;;Sommital;;0;WGS84;VF
20140620 204323.33;30;1.7443578;55.718068;-21.244967;-2.4064062;Effondrement;2014/06/20/ovpf2014maen;1;WGS84;VF
20140620 204305.94;14,13;0.21251598;55.709088;-21.244967;-1.0964062;Sommital;2014/06/20/ovpf2014maem;1;WGS84;VF
20140620 204301.96;4,12;;;;;Sommital;;0;WGS84;VF
20140620 204256.80;5,12;;;;;Sommital;;0;WGS84;VF
20140620 204250.64;6,36;;;;;Sommital;;0;WGS84;VF
20140620 204247.52;3,12;;;;;Sommital;;0;WGS84;VF
20140620 204241.60;5,64;;;;;Sommital;;0;WGS84;VF
20140620 204236.64;4,4;;;;;Sommital;;0;WGS84;VF
20140620 204234.76;2,16;;;;;Sommital;;0;WGS84;VF
20140620 204229.96;6,72;;;;;Sommital;;0;WGS84;VF
20140620 204222.92;6,56;;;;;Sommital;;0;WGS84;VF
20140620 204221.12;6,68;;;;;Sommital;;0;WGS84;VF
20140620 204216.64;4,6;;;;;Sommital;;0;WGS84;VF
20140620 204214.64;6,24;;;;;Sommital;;0;WGS84;VF
20140620 204210.24;4,52;;;;;Sommital;;0;WGS84;VF
20140620 204207.48;6,96;;;;;Sommital;;0;WGS84;VF
20140620 204201.96;4,84;;;;;Sommital;;0;WGS84;VF
20140620 204200.56;5,08;;;;;Sommital;;0;WGS84;VF
20140620 204155.00;5,16;;;;;Sommital;;0;WGS84;VF
20140620 204151.96;4,64;;;;;Sommital;;0;WGS84;VF
20140620 204150.36;1,36;;;;;Sommital;;0;WGS84;VF
20140620 204147.36;3,24;;;;;Sommital;;0;WGS84;VF
20140620 204146.00;2,48;;;;;Sommital;;0;WGS84;VF
20140620 204143.44;1,28;;;;;Sommital;;0;WGS84;VF
20140620 204140.64;2,36;;;;;Sommital;;0;WGS84;VF
20140620 204139.72;2,6;;;;;Sommital;;0;WGS84;VF
20140620 204134.00;5,56;;;;;Sommital;;0;WGS84;VF
20140620 204126.36;7,48;;;;;Sommital;;0;WGS84;VF
20140620 204123.88;2,64;;;;;Sommital;;0;WGS84;VF
20140620 204119.28;5,48;;;;;Sommital;;0;WGS84;VF
20140620 204115.24;4,12;;;;;Sommital;;0;WGS84;VF
20140620 204112.24;2,88;;;;;Sommital;;0;WGS84;VF
20140620 204104.80;7,36;;;;;Effondrement;;0;WGS84;VF
20140620 204101.04;3,96;;;;;Sommital;;0;WGS84;VF
20140620 204056.76;3,72;;;;;Sommital;;0;WGS84;VF
20140620 204053.60;3,4;;;;;Sommital;;0;WGS84;VF
20140620 204053.52;3,44;;;;;Sommital;;0;WGS84;VF
20140620 204050.28;3,6;;;;;Sommital;;0;WGS84;VF
20140620 204047.96;4,32;;;;;Sommital;;0;WGS84;VF
20140620 204047.16;1,48;;;;;Sommital;;0;WGS84;VF
20140620 204044.84;2,44;;;;;Sommital;;0;WGS84;VF
20140620 204040.56;4,4;;;;;Sommital;;0;WGS84;VF
20140620 204032.44;7,24;;;;;Sommital;;0;WGS84;VF
20140620 204022.12;21,72;1.6619125;55.711832;-21.245901;-0.76890625;Sommital;2014/06/20/ovpf2014mael;1;WGS84;VF
20140620 204016.92;4,68;;;;;Sommital;;0;WGS84;VF
20140620 204011.84;2,92;;;;;Sommital;;0;WGS84;VF
20140620 204010.32;1,08;;;;;Sommital;;0;WGS84;VF
20140620 204007.24;3,92;;;;;Sommital;;0;WGS84;VF
20140620 204005.96;5,24;;;;;Sommital;;0;WGS84;VF
20140620 204003.24;2,04;;;;;Sommital;;0;WGS84;VF
20140620 203955.40;4,32;;;;;Sommital;;0;WGS84;VF
20140620 203952.56;2,72;;;;;Sommital;;0;WGS84;VF
20140620 203949.88;2,04;;;;;Sommital;;0;WGS84;VF
20140620 203945.24;4,16;;;;;Sommital;;0;WGS84;VF
20140620 203943.52;1,96;;;;;Sommital;;0;WGS84;VF
20140620 203941.00;1,8;;;;;Sommital;;0;WGS84;VF
20140620 203938.56;2,04;;;;;Sommital;;0;WGS84;VF
20140620 203930.48;7,28;;;;;Sommital;;0;WGS84;VF
20140620 203916.52;13,84;;;;;Sommital;;0;WGS84;VF
20140620 203913.04;2,44;;;;;Sommital;;0;WGS84;VF
20140620 203910.40;3,92;;;;;Sommital;;0;WGS84;VF
20140620 203908.40;1,52;;;;;Sommital;;0;WGS84;VF
20140620 203905.76;4,4;;;;;Sommital;;0;WGS84;VF
20140620 203902.20;3,72;;;;;Sommital;;0;WGS84;VF
20140620 203900.68;1,64;;;;;Sommital;;0;WGS84;VF
20140620 203856.16;4,76;;;;;Sommital;;0;WGS84;VF
20140620 203850.16;5,8;;;;;Sommital;;0;WGS84;VF
20140620 203845.64;3,12;;;;;Sommital;;0;WGS84;VF
20140620 203837.28;8,28;;;;;Sommital;;0;WGS84;VF
20140620 203834.76;2,72;;;;;Sommital;;0;WGS84;VF
20140620 203828.96;5,72;;;;;Sommital;;0;WGS84;VF
20140620 203824.04;4,8;;;;;Sommital;;0;WGS84;VF
20140620 203821.64;3,44;;;;;Sommital;;0;WGS84;VF
20140620 203821.44;4,2;;;;;Sommital;;0;WGS84;VF
20140620 203811.32;10,08;;;;;Sommital;;0;WGS84;VF
20140620 203809.80;1,48;;;;;Sommital;;0;WGS84;VF
20140620 203805.00;3,8;;;;;Sommital;;0;WGS84;VF
20140620 203734.88;26,48;1.2640805;55.710335;-21.2445;-0.76890625;Sommital;2014/06/20/ovpf2014maej;1;WGS84;VF
20140620 203730.44;5,44;;;;;Sommital;;0;WGS84;VF
20140620 203725.12;8,48;;;;;Sommital;;0;WGS84;VF
20140620 203715.80;8,56;;;;;Sommital;;0;WGS84;VF
20140620 203712.68;3,04;;;;;Sommital;;0;WGS84;VF
20140620 203711.24;1,68;;;;;Sommital;;0;WGS84;VF
20140620 203708.32;3,32;;;;;Sommital;;0;WGS84;VF
20140620 203705.52;3,08;;;;;Sommital;;0;WGS84;VF
20140620 203700.40;5,44;;;;;Sommital;;0;WGS84;VF
20140620 203656.60;4;;;;;Sommital;;0;WGS84;VF
20140620 203650.48;5,56;;;;;Sommital;;0;WGS84;VF
20140620 203646.76;5,4;;;;;Sommital;;0;WGS84;VF
20140620 203643.36;3,2;;;;;Sommital;;0;WGS84;VF
20140620 203640.60;2,36;;;;;Sommital;;0;WGS84;VF
20140620 203634.96;4,44;;;;;Sommital;;0;WGS84;VF
20140620 203629.80;6,16;;;;;Sommital;;0;WGS84;VF
20140620 203623.80;6,28;;;;;Sommital;;0;WGS84;VF
20140620 203614.92;11,4;;;;;Sommital;;0;WGS84;VF
20140620 203608.68;11,96;;;;;Sommital;;0;WGS84;VF
20140620 203605.20;5,08;;;;;Sommital;;0;WGS84;VF
20140620 203600.32;5;;;;;Sommital;;0;WGS84;VF
20140620 203555.16;8,84;;;;;Sommital;;0;WGS84;VF
20140620 203552.80;2,24;;;;;Sommital;;0;WGS84;VF
20140620 203550.32;2,44;;;;;Sommital;;0;WGS84;VF
20140620 203546.88;3,8;;;;;Sommital;;0;WGS84;VF
20140620 203545.52;1,52;;;;;Sommital;;0;WGS84;VF
20140620 203529.16;15;1.4419059;55.709088;-21.244734;-1.0554687;Sommital;2014/06/20/ovpf2014maeh;1;WGS84;VF
20140620 203526.48;3,56;;;;;Sommital;;0;WGS84;VF
20140620 203522.88;3,32;;;;;Sommital;;0;WGS84;VF
20140620 203521.84;1,24;;;;;Sommital;;0;WGS84;VF
20140620 203520.20;1,84;;;;;Sommital;;0;WGS84;VF
20140620 203518.16;2,28;;;;;Sommital;;0;WGS84;VF
20140620 203514.16;6,12;;;;;Sommital;;0;WGS84;VF
20140620 203509.76;4,2;;;;;Sommital;;0;WGS84;VF
20140620 203508.04;2,08;;;;;Sommital;;0;WGS84;VF
20140620 203505.64;3,72;;;;;Sommital;;0;WGS84;VF
20140620 203504.36;1,68;;;;;Sommital;;0;WGS84;VF
20140620 203502.36;1,56;;;;;Sommital;;0;WGS84;VF
20140620 203458.88;3,08;;;;;Sommital;;0;WGS84;VF
20140620 203453.80;6,4;;;;;Sommital;;0;WGS84;VF
20140620 203435.00;18,72;;;;;Sommital;;0;WGS84;VF
20140620 203425.12;9,24;;;;;Sommital;;0;WGS84;VF
20140620 203422.12;2,96;;;;;Sommital;;0;WGS84;VF
20140620 203416.64;5,56;;;;;Sommital;;0;WGS84;VF
20140620 203410.76;6,4;;;;;Sommital;;0;WGS84;VF
20140620 203406.12;4,8;;;;;Sommital;;0;WGS84;VF
20140620 203345.00;19,44;1.290451;55.711083;-21.244734;-1.0964062;Sommital;2014/06/20/ovpf2014maef;1;WGS84;VF
20140620 203342.56;5,88;;;;;Sommital;;0;WGS84;VF
20140620 203334.92;7,16;;;;;Sommital;;0;WGS84;VF
20140620 203334.24;0,8;;;;;Sommital;;0;WGS84;VF
20140620 203332.20;2,08;;;;;Sommital;;0;WGS84;VF
20140620 203331.16;2,16;;;;;Sommital;;0;WGS84;VF
20140620 203330.96;1,44;;;;;Sommital;;0;WGS84;VF
20140620 203328.88;2,24;;;;;Sommital;;0;WGS84;VF
20140620 203325.12;4,12;;;;;Sommital;;0;WGS84;VF
20140620 203322.08;3,84;;;;;Sommital;;0;WGS84;VF
20140620 203320.12;2,16;;;;;Sommital;;0;WGS84;VF
20140620 203318.44;3,24;;;;;Sommital;;0;WGS84;VF
20140620 203312.36;4,64;;;;;Sommital;;0;WGS84;VF
20140620 203309.44;2,64;;;;;Sommital;;0;WGS84;VF
20140620 203305.96;3,24;;;;;Sommital;;0;WGS84;VF
20140620 203303.32;2,56;;;;;Sommital;;0;WGS84;VF
20140620 203255.08;6,32;;;;;Sommital;;0;WGS84;VF
20140620 203250.28;6,92;;;;;Sommital;;0;WGS84;VF
20140620 203245.76;4,44;;;;;Sommital;;0;WGS84;VF
20140620 203235.44;10,48;;;;;Sommital;;0;WGS84;VF
20140620 203230.44;4,2;;;;;Sommital;;0;WGS84;VF
20140620 203227.68;2,88;;;;;Sommital;;0;WGS84;VF
20140620 203225.04;2,48;;;;;Sommital;;0;WGS84;VF
20140620 203219.52;6,72;;;;;Sommital;;0;WGS84;VF
20140620 203215.16;4,48;;;;;Sommital;;0;WGS84;VF
20140620 203203.20;15,32;;;;;Sommital;;0;WGS84;VF
20140620 203157.88;5;;;;;Sommital;;0;WGS84;VF
20140620 203140.76;21,08;;;;;Sommital;;0;WGS84;VF
20140620 203132.08;7,44;;;;;Sommital;;0;WGS84;VF
20140620 203129.56;3,08;;;;;Sommital;;0;WGS84;VF
20140620 203127.36;2,88;;;;;Sommital;;0;WGS84;VF
20140620 203113.20;14,52;;;;;Sommital;;0;WGS84;VF
20140620 203109.92;3;;;;;Sommital;;0;WGS84;VF
20140620 203105.28;4,48;;;;;Sommital;;0;WGS84;VF
20140620 203050.48;14,6;;;;;Sommital;;0;WGS84;VF
20140620 203038.68;19,12;;;;;Sommital;;0;WGS84;VF
20140620 203034.48;3,88;;;;;Sommital;;0;WGS84;VF
20140620 203031.28;4,6;;;;;Sommital;;0;WGS84;VF
20140620 203026.88;3,2;;;;;Sommital;;0;WGS84;VF
20140620 203020.92;9,12;;;;;Sommital;;0;WGS84;VF
20140620 203016.36;3,08;;;;;Sommital;;0;WGS84;VF
20140620 203013.76;4,04;;;;;Sommital;;0;WGS84;VF
20140620 203002.44;16,96;;;;;Sommital;;0;WGS84;VF
20140620 202957.72;5,48;;;;;Sommital;;0;WGS84;VF
20140620 202946.04;22,48;;;;;Sommital;;0;WGS84;VF
20140620 202934.68;10,88;;;;;Sommital;;0;WGS84;VF
20140620 202930.88;3,76;;;;;Sommital;;0;WGS84;VF
20140620 202857.78;30;1.9291152;55.712581;-21.245901;-0.80984375;Sommital;2014/06/20/ovpf2014maeb;1;WGS84;VF
20140620 202854.12;9,96;;;;;Sommital;;0;WGS84;VF
20140620 202846.72;10,44;;;;;Sommital;;0;WGS84;VF
20140620 202843.44;4,72;;;;;Sommital;;0;WGS84;VF
20140620 202837.24;5,76;;;;;Sommital;;0;WGS84;VF
20140620 202830.76;5,32;;;;;Sommital;;0;WGS84;VF
20140620 202826.80;5,76;;;;;Sommital;;0;WGS84;VF
20140620 202822.72;4,64;;;;;Sommital;;0;WGS84;VF
20140620 202816.48;8,6;;;;;Sommital;;0;WGS84;VF
20140620 202806.96;14,32;;;;;Sommital;;0;WGS84;VF
20140620 202753.04;21;;;;;Sommital;;0;WGS84;VF
20140620 202746.52;13,4;;;;;Sommital;;0;WGS84;VF
20140620 202741.76;4,4;;;;;Sommital;;0;WGS84;VF
20140620 202736.68;6,04;;;;;Sommital;;0;WGS84;VF
20140620 202734.84;1,6;;;;;Sommital;;0;WGS84;VF
20140620 202733.48;1,52;;;;;Sommital;;0;WGS84;VF
20140620 202730.84;2,24;;;;;Sommital;;0;WGS84;VF
20140620 202728.08;1,96;;;;;Sommital;;0;WGS84;VF
20140620 202716.84;13,72;;;;;Sommital;;0;WGS84;VF
20140620 202708.92;14,24;;;;;Sommital;;0;WGS84;VF
20140620 202701.62;6;0.69713458;55.713579;-21.245901;-1.0964062;Sommital;2014/06/20/ovpf2014madz;1;WGS84;VF
20140620 202659.48;2,32;;;;;Sommital;;0;WGS84;VF
20140620 202653.96;2,2;;;;;Sommital;;0;WGS84;VF
20140620 202647.68;6,76;;;;;Sommital;;0;WGS84;VF
20140620 202643.48;3,32;;;;;Sommital;;0;WGS84;VF
20140620 202639.12;4,08;;;;;Sommital;;0;WGS84;VF
20140620 202636.20;3,92;;;;;Sommital;;0;WGS84;VF
20140620 202633.64;2,2;;;;;Sommital;;0;WGS84;VF
20140620 202628.52;4,16;;;;;Sommital;;0;WGS84;VF
20140620 202625.16;3,08;;;;;Sommital;;0;WGS84;VF
20140620 202614.92;17,72;;;;;Sommital;;0;WGS84;VF
20140620 202611.24;6,2;;;;;Sommital;;0;WGS84;VF
20140620 202600.20;14,64;;;;;Sommital;;0;WGS84;VF
20140620 202550.76;12,32;;;;;Sommital;;0;WGS84;VF
20140620 202548.40;2,08;;;;;Sommital;;0;WGS84;VF
20140620 202543.48;4,52;;;;;Sommital;;0;WGS84;VF
20140620 202538.04;4,04;;;;;Sommital;;0;WGS84;VF
20140620 202535.08;2,4;;;;;Sommital;;0;WGS84;VF
20140620 202532.64;2,12;;;;;Sommital;;0;WGS84;VF
20140620 202521.16;10,44;;;;;Sommital;;0;WGS84;VF
20140620 202515.08;5,56;;;;;Sommital;;0;WGS84;VF
20140620 202505.56;10,2;;;;;Sommital;;0;WGS84;VF
20140620 202459.12;4,2;;;;;Sommital;;0;WGS84;VF
20140620 202457.04;4,52;;;;;Sommital;;0;WGS84;VF
20140620 202447.32;2,72;;;;;Sommital;;0;WGS84;VF
20140620 202436.28;4;;;;;Sommital;;0;WGS84;VF
20140620 202428.32;1,4;;;;;Sommital;;0;WGS84;VF
20140620 202424.56;4,72;;;;;Sommital;;0;WGS84;VF
20140620 202408.00;14;;;;;Sommital;;0;WGS84;VF
20140620 202402.44;17,24;;;;;Sommital;;0;WGS84;VF
20140620 202353.28;14,72;;;;;Sommital;;0;WGS84;VF
20140620 202340.32;12,64;;;;;Sommital;;0;WGS84;VF
20140620 202332.00;6,92;;;;;Sommital;;0;WGS84;VF
20140620 202330.84;1,16;;;;;Sommital;;0;WGS84;VF
20140620 202326.16;3,68;;;;;Sommital;;0;WGS84;VF
20140620 202316.24;11,76;;;;;Sommital;;0;WGS84;VF
20140620 202309.88;5,48;;;;;Sommital;;0;WGS84;VF
20140620 202250.42;26,88;1.893648;55.71283;-21.245901;-0.80984375;Sommital;2014/06/20/ovpf2014madw;1;WGS84;VF
20140620 202246.92;1,84;;;;;Sommital;;0;WGS84;VF
20140620 202244.84;1,56;;;;;Sommital;;0;WGS84;VF
20140620 202236.48;3,48;;;;;Sommital;;0;WGS84;VF
20140620 202223.04;9,76;;;;;Sommital;;0;WGS84;VF
20140620 202221.56;1,52;;;;;Sommital;;0;WGS84;VF
20140620 202209.40;11,32;;;;;Sommital;;0;WGS84;VF
20140620 202203.56;4,24;;;;;Sommital;;0;WGS84;VF
20140620 202145.75;22;1.8551085;55.715324;-21.244734;-0.72796875;Sommital;2014/06/20/ovpf2014madv;1;WGS84;VF
20140620 202143.16;1,92;;;;;Sommital;;0;WGS84;VF
20140620 202140.80;2,44;;;;;Sommital;;0;WGS84;VF
20140620 202136.32;2,28;;;;;Sommital;;0;WGS84;VF
20140620 202131.52;3,76;;;;;Sommital;;0;WGS84;VF
20140620 202128.24;2,6;;;;;Sommital;;0;WGS84;VF
20140620 202112.16;23,04;;;;;Sommital;;0;WGS84;VF
20140620 202103.40;10,16;;;;;Sommital;;0;WGS84;VF
20140620 202059.84;2,6;;;;;Sommital;;0;WGS84;VF
20140620 202049.60;7,68;;;;;Sommital;;0;WGS84;VF
20140620 202038.56;10,2;1.6118919;55.715574;-21.245434;-0.27765625;Sommital;2014/06/20/ovpf2014madu;1;WGS84;VF
20140620 202034.16;2,28;;;;;Sommital;;0;WGS84;VF
20140620 202027.44;2,24;;;;;Sommital;;0;WGS84;VF
20140620 202022.20;2,88;;;;;Sommital;;0;WGS84;VF
20140620 202012.84;5,04;;;;;Sommital;;0;WGS84;VF
20140620 202009.04;2,76;;;;;Sommital;;0;WGS84;VF
20140620 202002.00;4,28;;;;;Sommital;;0;WGS84;VF
20140620 201958.36;2,52;;;;;Sommital;;0;WGS84;VF
20140620 201955.72;2,08;;;;;Sommital;;0;WGS84;VF
20140620 201949.52;3,6;;;;;Sommital;;0;WGS84;VF
20140620 201941.88;3,04;;;;;Sommital;;0;WGS84;VF
20140620 201926.24;2,6;;;;;Sommital;;0;WGS84;VF
20140620 201919.64;3,4;;;;;Sommital;;0;WGS84;VF
20140620 201913.32;2,96;;;;;Sommital;;0;WGS84;VF
20140620 201913.16;2,68;;;;;Sommital;;0;WGS84;VF
20140620 201909.88;3,2;;;;;Sommital;;0;WGS84;VF
20140620 201907.09;3,88;1.3000697;55.713703;-21.245551;-1.2396875;Sommital;2014/06/20/ovpf2014madt;1;WGS84;VF
20140620 201842.32;2,76;;;;;Sommital;;0;WGS84;VF
20140620 201836.52;2,64;;;;;Sommital;;0;WGS84;VF
20140620 201819.44;4,12;;;;;Sommital;;0;WGS84;VF
20140620 201759.24;2,8;;;;;Sommital;;0;WGS84;VF
20140620 201724.60;3,84;;;;;Sommital;;0;WGS84;VF
20140620 201655.24;6,24;1.4379418;55.715075;-21.245201;-0.76890625;Sommital;2014/06/20/ovpf2014madr;1;WGS84;VF
20140620 201639.72;2,32;;;;;Sommital;;0;WGS84;VF
20140620 201632.08;2,52;;;;;Sommital;;0;WGS84;VF
20140620 201628.44;3,04;;;;;Sommital;;0;WGS84;VF
20140620 201623.84;2,08;;;;;Sommital;;0;WGS84;VF
20140620 201614.48;2,68;;;;;Sommital;;0;WGS84;VF
20140620 201539.72;2,96;;;;;Sommital;;0;WGS84;VF
20140620 201527.12;3,76;;;;;Sommital;;0;WGS84;VF
20140620 201519.60;4,4;;;;;Sommital;;0;WGS84;VF
20140620 201441.48;2,72;;;;;Sommital;;0;WGS84;VF
20140620 201439.48;2,04;;;;;Sommital;;0;WGS84;VF
20140620 201413.88;4,16;;;;;Sommital;;0;WGS84;VF
20140620 201345.04;3;;;;;Sommital;;0;WGS84;VF
20140620 201335.72;2,36;;;;;Sommital;;0;WGS84;VF
20140620 201327.76;2,6;;;;;Sommital;;0;WGS84;VF
20140620 201317.00;6,28;0.79290911;55.714638;-21.245142;-0.73820312;Sommital;2014/06/20/ovpf2014madn;1;WGS84;VF
20140620 201301.48;12,48;;;;;Sommital;;0;WGS84;VF
20140620 201251.12;2,68;;;;;Sommital;;0;WGS84;VF
20140620 201242.56;4,32;;;;;Sommital;;0;WGS84;VF
20140620 201230.32;2,28;;;;;Sommital;;0;WGS84;VF
20140620 201210.64;3,24;;;;;Sommital;;0;WGS84;VF
20140620 201206.64;1,56;;;;;Sommital;;0;WGS84;VF
20140620 201201.64;3,2;;;;;Sommital;;0;WGS84;VF
20140620 201130.04;21,56;1.8076672;55.714826;-21.245434;-0.85078125;Sommital;2014/06/20/ovpf2014madm;1;WGS84;VF
20140620 201127.76;3,76;;;;;Sommital;;0;WGS84;VF
20140620 201105.56;2,04;;;;;Sommital;;0;WGS84;VF
20140620 201059.68;2,28;;;;;Sommital;;0;WGS84;VF
20140620 201050.12;1,6;;;;;Sommital;;0;WGS84;VF
20140620 201034.28;4,96;;;;;Sommital;;0;WGS84;VF
20140620 201019.00;2,2;;;;;Sommital;;0;WGS84;VF
20140620 200959.96;3,32;;;;;Sommital;;0;WGS84;VF
20140620 200943.20;1,56;;;;;Sommital;;0;WGS84;VF
20140620 200938.00;1,68;;;;;Sommital;;0;WGS84;VF
20140620 200846.44;3,76;;;;;Sommital;;0;WGS84;VF
20140620 200829.60;2,08;;;;;Sommital;;0;WGS84;VF
20140620 200815.40;4,8;1.5763651;55.714104;-21.242903;5;Sommital;2014/06/20/ovpf2014madj;0;WGS84;VF
20140620 200810.32;5,36;;;;;Sommital;;0;WGS84;VF
20140620 200640.72;3,8;;;;;Sommital;;0;WGS84;VF
20140620 200627.04;2,36;;;;;Sommital;;0;WGS84;VF
20140620 200600.68;3,12;;;;;Sommital;;0;WGS84;VF
20140620 200513.24;2,48;;;;;Sommital;;0;WGS84;VF
20140620 200513.20;2,48;;;;;Sommital;;0;WGS84;VF
20140620 200454.36;2,36;;;;;Sommital;;0;WGS84;VF
20140620 200255.20;2,24;;;;;Sommital;;0;WGS84;VF
20140620 200137.64;3,68;;;;;Sommital;;0;WGS84;VF
20140620 200017.92;16,92;1.6475459;55.714077;-21.245667;-0.89171875;Sommital;2014/06/20/ovpf2014madd;1;WGS84;VF
20140620 195937.88;2,04;;;;;Sommital;;0;WGS84;VF
20140620 195937.76;3,08;;;;;Sommital;;0;WGS84;VF
20140620 195615.60;2,48;;;;;Sommital;;0;WGS84;VF
20140620 195556.84;2,56;;;;;Sommital;;0;WGS84;VF
20140620 195505.64;4,76;0.42720354;55.715814;-21.244992;-1.0019531;Sommital;2014/07/10/ovpf2014macy;1;WGS84;VF
20140620 195152.76;2,56;;;;;Sommital;;0;WGS84;VF
