#YYYYmmdd HHMMSS.ss;Duration;Magnitude;Longitude;Latitude;Depth;Type;File;Valid;Projection;Operator
20140617 202549.24;3,96;;;;;Sommital;;0;WGS84;PB
20140617 194759.48;1,88;;;;;Sommital;;0;WGS84;VF
20140617 193220.16;6,08;;;;;Effondrement;;0;WGS84;PB
20140617 190419.12;19,52;1.9100165;55.713329;-21.245901;-0.64609375;Sommital;2014/06/17/ovpf2014luot;1;WGS84;PB
20140617 181754.84;4,04;;;;;Effondrement;;0;WGS84;PB
20140617 181602.92;2,28;;;;;Sommital;;0;WGS84;VF
20140617 173530.72;2,68;;;;;Sommital;;0;WGS84;PB
20140617 163212.32;2,44;;;;;Sommital;;0;WGS84;VF
20140617 163115.00;3;;;;;Sommital;;0;WGS84;VF
20140617 162622.28;7,88;;;;;Effondrement;;0;WGS84;FF
20140617 162432.72;4,56;;;;;Sommital;;0;WGS84;VF
20140617 160645.12;3,64;;;;;Sommital;;0;WGS84;VF
20140617 155846.20;5,4;0.73244042;55.716616;-21.244658;-0.69316406;Sommital;2014/06/17/ovpf2014luiq;1;WGS84;PB
20140617 153422.16;3,24;;;;;Sommital;;0;WGS84;VF
20140617 153218.36;4,88;;;;;Sommital;;0;WGS84;VF
20140617 150824.92;5,64;;;;;Effondrement;;0;WGS84;FF
20140617 150459.24;3,32;;;;;Sommital;;0;WGS84;VF
20140617 150419.60;11,6;;;;;Sommital;;0;WGS84;FF
20140617 150217.64;3,2;;;;;Sommital;;0;WGS84;VF
20140617 145435.52;6,08;0.89812586;55.71294;-21.245327;-0.82636719;Sommital;2014/06/17/ovpf2014lugn;1;WGS84;PB
20140617 145405.56;4,72;;;;;Effondrement;;0;WGS84;FF
20140617 145133.84;6,36;;;;;Effondrement;;0;WGS84;FF
20140617 142930.36;6,32;;;;;Sommital;;0;WGS84;FF
20140617 130540.16;4,76;;;;;Sommital;;0;WGS84;VF
20140617 130134.44;3,12;;;;;Sommital;;0;WGS84;VF
20140617 125201.12;5,48;0.86571077;55.716621;-21.245327;-0.58417969;Sommital;2014/06/17/ovpf2014lucm;1;WGS84;PB
20140617 125047.96;3,72;;;;;Sommital;;0;WGS84;VF
20140617 124655.52;6,52;;;;;Sommital;;0;WGS84;FF
20140617 122551.08;4,2;;;;;Effondrement;;0;WGS84;FF
20140617 121013.80;3,52;;;;;Sommital;;0;WGS84;VF
20140617 115751.80;6,24;0.79179725;55.715243;-21.245551;-0.81425781;Sommital;2014/06/17/ovpf2014luas;1;WGS84;VF
20140617 115543.92;2,48;;;;;Sommital;;0;WGS84;VF
20140617 115527.96;4,8;;;;;Sommital;;0;WGS84;VF
20140617 115112.60;2,48;;;;;Sommital;;0;WGS84;VF
20140617 114356.16;12,48;;;;;Indetermine;;0;WGS84;VF
20140617 113530.80;7,44;1.2091683;55.714433;-21.244992;-0.56601562;Sommital;2014/06/17/ovpf2014ltzy;1;WGS84;PB
20140617 111352.36;2,64;;;;;Sommital;;0;WGS84;VF
20140617 110612.12;11,88;1.5066715;55.713827;-21.244967;-0.85078125;Sommital;2014/06/17/ovpf2014ltyz;1;WGS84;PB
20140617 110309.08;2,72;;;;;Sommital;;0;WGS84;VF
20140617 110024.32;2,84;;;;;Sommital;;0;WGS84;VF
20140617 104310.36;3,08;;;;;Sommital;;0;WGS84;VF
20140617 103933.08;2,36;;;;;Sommital;;0;WGS84;VF
20140617 102729.72;2,12;;;;;Sommital;;0;WGS84;VF
20140617 102513.56;6,92;;;;;Sommital;;0;WGS84;FF
20140617 102452.80;11,12;1.2996175;55.716134;-21.241755;-0.60839844;Sommital;2014/06/17/ovpf2014ltxq;1;WGS84;VF
20140617 095108.08;2,88;;;;;Sommital;;0;WGS84;VF
20140617 094810.40;6,92;;;;;Sommital;;0;WGS84;FF
20140617 093150.24;5,76;;;;;Sommital;;0;WGS84;FF
20140617 092102.68;7,84;1.1255103;55.712906;-21.240862;-0.95957031;Sommital;2014/06/17/ovpf2014ltvn;1;WGS84;VF
20140617 084929.80;6,92;;;;;Sommital;;0;WGS84;FF
20140617 084417.84;2,44;;;;;Sommital;;0;WGS84;VF
20140617 084327.84;3,88;;;;;Sommital;;0;WGS84;VF
20140617 082740.28;3,52;;;;;Sommital;;0;WGS84;VF
20140617 082729.80;3,08;;;;;Sommital;;0;WGS84;VF
20140617 082351.04;2,28;;;;;Sommital;;0;WGS84;VF
20140617 082153.32;2,24;;;;;Sommital;;0;WGS84;VF
20140617 082051.32;5,76;1.0969189;55.715209;-21.241086;-0.62050781;Sommital;2014/06/17/ovpf2014lttn;1;WGS84;VF
20140617 081754.08;1,88;;;;;Sommital;;0;WGS84;VF
20140617 081701.80;4,2;0.7681909;55.715436;-21.240639;-0.53574219;Sommital;2014/06/17/ovpf2014lttk;1;WGS84;PB
20140617 080751.24;11,6;1.1470763;55.712078;-21.240298;-1.1373437;Sommital;2014/06/17/ovpf2014lttc;1;WGS84;VF
20140617 080305.48;5,88;;;;;Sommital;;0;WGS84;FF
20140617 080229.92;3,44;;;;;Sommital;;0;WGS84;VF
20140617 080018.44;1,2;;;;;Sommital;;0;WGS84;VF
20140617 075928.52;3;;;;;Sommital;;0;WGS84;VF
20140617 075544.12;3,44;;;;;Sommital;;0;WGS84;VF
20140617 075115.04;2,48;;;;;Sommital;;0;WGS84;VF
20140617 074945.32;4,04;;;;;Sommital;;0;WGS84;VF
20140617 074924.64;3,56;;;;;Sommital;;0;WGS84;VF
20140617 074541.96;3,6;;;;;Sommital;;0;WGS84;VF
20140617 074143.44;10,92;;;;;Sommital;;0;WGS84;FF
20140617 073909.04;2,76;;;;;Sommital;;0;WGS84;VF
20140617 073211.16;3,56;;;;;Sommital;;0;WGS84;FF
20140617 073100.48;5,96;;;;;Sommital;;0;WGS84;FF
20140617 072810.36;2,08;;;;;Sommital;;0;WGS84;VF
20140617 072711.76;1,6;;;;;Sommital;;0;WGS84;VF
20140617 072650.48;1,96;;;;;Sommital;;0;WGS84;VF
20140617 072411.76;2,44;;;;;Sommital;;0;WGS84;VF
20140617 072004.00;2,84;;;;;Sommital;;0;WGS84;VF
20140617 071942.64;3,32;;;;;Sommital;;0;WGS84;VF
20140617 071823.76;2,76;;;;;Sommital;;0;WGS84;VF
20140617 071707.00;3,56;;;;;Sommital;;0;WGS84;FF
20140617 071531.28;2,72;;;;;Sommital;;0;WGS84;VF
20140617 071348.84;7,6;;;;;Sommital;;0;WGS84;FF
20140617 071317.44;5,44;1.7098469;55.767948;-21.407516;5;Sommital;2014/06/17/ovpf2014ltrh;0;WGS84;PB
20140617 071136.92;1,88;;;;;Sommital;;0;WGS84;VF
20140617 071123.80;7,2;0.56481887;55.713358;-21.239746;-0.77792969;Sommital;2014/06/17/ovpf2014ltrg;1;WGS84;FF
20140617 071113.12;2,88;;;;;Sommital;;0;WGS84;VF
20140617 071014.28;6,88;;;;;Effondrement;;0;WGS84;VF
20140617 070926.12;2,48;;;;;Sommital;;0;WGS84;VF
20140617 070734.36;2,36;;;;;Sommital;;0;WGS84;VF
20140617 070558.12;6,48;0.77633765;55.713372;-21.241532;-0.66894531;Sommital;2014/06/17/ovpf2014ltrb;1;WGS84;VF
20140617 070356.40;2;;;;;Sommital;;0;WGS84;VF
20140617 070253.28;5,16;;;;;Sommital;;0;WGS84;VF
20140617 070152.68;2,6;;;;;Sommital;;0;WGS84;VF
20140617 070152.16;3,12;;;;;Sommital;;0;WGS84;VF
20140617 070036.24;2,52;;;;;Sommital;;0;WGS84;VF
20140617 065958.60;6,6;;;;;Sommital;;0;WGS84;FF
20140617 065941.04;4,48;;;;;Sommital;;0;WGS84;FF
20140617 065917.12;5,72;;;;;Sommital;;0;WGS84;FF
20140617 065900.96;6,64;;;;;Sommital;;0;WGS84;FF
20140617 065740.52;2;;;;;Sommital;;0;WGS84;VF
20140617 065541.56;9;1.6743419;55.714324;-21.240999;-0.85078125;Sommital;2014/06/17/ovpf2014ltqs;1;WGS84;PB
20140617 065456.60;2,72;;;;;Sommital;;0;WGS84;VF
20140617 065451.28;1,88;;;;;Sommital;;0;WGS84;VF
20140617 065440.96;3,08;;;;;Sommital;;0;WGS84;VF
20140617 065427.80;1,92;;;;;Sommital;;0;WGS84;VF
20140617 065327.44;2;;;;;Sommital;;0;WGS84;VF
20140617 065316.92;2,72;;;;;Sommital;;0;WGS84;VF
20140617 065226.56;3,48;;;;;Sommital;;0;WGS84;FF
20140617 065206.60;5,2;;;;;Sommital;;0;WGS84;FF
20140617 065052.28;2,16;;;;;Sommital;;0;WGS84;VF
20140617 065047.08;2,44;;;;;Sommital;;0;WGS84;VF
20140617 065036.44;1,92;;;;;Sommital;;0;WGS84;VF
20140617 064954.04;1,96;;;;;Sommital;;0;WGS84;VF
20140617 064928.44;10,56;;;;;Sommital;;0;WGS84;FF
20140617 064850.28;6,48;;;;;Sommital;;0;WGS84;FF
20140617 064757.16;4,88;0.34906179;55.714631;-21.240751;-0.65078125;Sommital;2014/06/17/ovpf2014ltqm;1;WGS84;PB
20140617 064550.20;2,64;;;;;Sommital;;0;WGS84;VF
20140617 064531.92;2,8;;;;;Sommital;;0;WGS84;VF
20140617 064529.36;2,44;;;;;Sommital;;0;WGS84;VF
20140617 064443.92;2,84;;;;;Sommital;;0;WGS84;VF
20140617 064402.28;6,6;;;;;Sommital;;0;WGS84;FF
20140617 064328.20;5,68;0.79261941;55.714745;-21.240639;-0.65683594;Sommital;2014/06/17/ovpf2014ltqi;1;WGS84;PB
20140617 064303.16;2,32;;;;;Sommital;;0;WGS84;VF
20140617 064120.64;14,96;1.4877443;55.714519;-21.241086;-0.60839844;Sommital;2014/06/17/ovpf2014ltqg;1;WGS84;VF
20140617 064103.24;3,12;;;;;Sommital;;0;WGS84;VF
20140617 064051.16;3,2;;;;;Sommital;;0;WGS84;VF
20140617 064007.84;3,88;;;;;Sommital;;0;WGS84;VF
20140617 063956.96;10,16;0.95219255;55.716134;-21.241755;-0.58417969;Sommital;2014/06/17/ovpf2014ltqf;1;WGS84;VF
20140617 063920.64;7,16;;;;;Sommital;;0;WGS84;FF
20140617 063856.28;3,96;;;;;Sommital;;0;WGS84;VF
20140617 063748.60;2,88;;;;;Sommital;;0;WGS84;VF
20140617 063733.48;3,08;;;;;Sommital;;0;WGS84;VF
20140617 063722.16;3,08;;;;;Sommital;;0;WGS84;VF
20140617 063711.76;4,32;;;;;Effondrement;;0;WGS84;FF
20140617 063620.48;2,2;;;;;Sommital;;0;WGS84;VF
20140617 063512.80;2,12;;;;;Sommital;;0;WGS84;VF
20140617 063419.88;2,72;;;;;Sommital;;0;WGS84;VF
20140617 063305.08;2,32;;;;;Sommital;;0;WGS84;VF
20140617 063253.20;2,28;;;;;Sommital;;0;WGS84;VF
20140617 063118.80;3,52;;;;;Sommital;;0;WGS84;VF
20140617 063037.60;15,4;;;;;Sommital;;0;WGS84;FF
20140617 063016.72;3,12;;;;;Sommital;;0;WGS84;VF
20140617 063001.72;7,68;1.089216;55.711081;-21.241232;-0.68703125;Sommital;2014/06/17/ovpf2014ltpw;1;WGS84;VF
20140617 062902.32;2,68;;;;;Sommital;;0;WGS84;VF
20140617 062739.96;19,96;1.5927383;55.714744;-21.240416;-0.65683594;Sommital;2014/06/17/ovpf2014ltpu;1;WGS84;VF
20140617 062733.64;5,16;;;;;Sommital;;0;WGS84;FF
20140617 062730.40;2,68;;;;;Sommital;;0;WGS84;VF
20140617 062618.64;2,48;;;;;Sommital;;0;WGS84;VF
20140617 062559.04;6,56;0.75586203;55.712906;-21.240862;-0.66894531;Sommital;2014/06/17/ovpf2014ltpt;1;WGS84;VF
20140617 062512.56;4,68;;;;;Sommital;;0;WGS84;FF
20140617 062438.00;5,48;;;;;Sommital;;0;WGS84;FF
20140617 062426.60;4,24;;;;;Sommital;;0;WGS84;FF
20140617 062416.08;2,28;;;;;Sommital;;0;WGS84;VF
20140617 062344.40;2,24;;;;;Sommital;;0;WGS84;VF
20140617 062339.28;2,68;;;;;Sommital;;0;WGS84;VF
20140617 062325.16;2,08;;;;;Sommital;;0;WGS84;VF
20140617 062300.60;4,52;;;;;Sommital;;0;WGS84;PB
20140617 062252.56;6,2;1.386915;55.70882;-21.249874;5;Sommital;2014/06/17/ovpf2014ltpq;0;WGS84;PB
20140617 062238.56;5,32;;;;;Sommital;;0;WGS84;FF
20140617 062227.20;2,6;;;;;Sommital;;0;WGS84;VF
20140617 062212.84;9,68;;;;;Sommital;;0;WGS84;FF
20140617 062204.88;4,08;;;;;Sommital;;0;WGS84;VF
20140617 062149.12;3;;;;;Sommital;;0;WGS84;VF
20140617 062141.28;3,92;;;;;Sommital;;0;WGS84;VF
20140617 062050.52;2,64;;;;;Sommital;;0;WGS84;VF
20140617 062024.00;2,84;;;;;Sommital;;0;WGS84;VF
20140617 061955.32;6,56;;;;;Sommital;;0;WGS84;FF
20140617 061951.20;2,96;;;;;Sommital;;0;WGS84;VF
20140617 061848.48;7,32;;;;;Sommital;;0;WGS84;FF
20140617 061843.80;3,16;;;;;Sommital;;0;WGS84;VF
20140617 061821.08;2,64;;;;;Sommital;;0;WGS84;VF
20140617 061817.60;2,76;;;;;Sommital;;0;WGS84;VF
20140617 061713.80;6,52;;;;;Sommital;;0;WGS84;FF
20140617 061603.44;12,4;1.1234013;55.714283;-21.240416;-0.55996094;Sommital;2014/06/17/ovpf2014ltpk;1;WGS84;VF
20140617 061553.24;5,52;;;;;Sommital;;0;WGS84;FF
20140617 061517.80;3;;;;;Sommital;;0;WGS84;VF
20140617 061510.76;2,32;;;;;Sommital;;0;WGS84;VF
20140617 061432.64;5,36;;;;;Sommital;;0;WGS84;FF
20140617 061304.96;9,04;;;;;Sommital;;0;WGS84;FF
20140617 061221.64;4,8;1.489766;55.71413;-21.242392;5;Sommital;2014/06/17/ovpf2014ltph;0;WGS84;PB
20140617 061212.28;2,72;;;;;Sommital;;0;WGS84;VF
20140617 061145.04;3,04;;;;;Sommital;;0;WGS84;VF
20140617 061050.60;13,84;1.4616279;55.714573;-21.241232;-0.60515625;Sommital;2014/06/17/ovpf2014ltpg;1;WGS84;VF
20140617 060955.48;3,2;;;;;Sommital;;0;WGS84;VF
20140617 060934.56;2,6;;;;;Sommital;;0;WGS84;VF
20140617 060911.08;2,76;;;;;Sommital;;0;WGS84;VF
20140617 060846.88;8,8;1.57395;55.710194;-21.243452;5;Sommital;2014/06/17/ovpf2014ltpe;0;WGS84;VF
20140617 060839.36;4,36;;;;;Sommital;;0;WGS84;FF
20140617 060826.24;4,08;;;;;Sommital;;0;WGS84;VF
20140617 060820.48;2,64;;;;;Sommital;;0;WGS84;VF
20140617 060751.16;3,96;;;;;Sommital;;0;WGS84;VF
20140617 060700.04;24,36;1.7233986;55.712827;-21.240298;-1.0554687;Sommital;2014/06/17/ovpf2014ltpd;1;WGS84;VF
20140617 060451.80;5,08;;;;;Sommital;;0;WGS84;VF
20140617 060429.00;16,16;1.4879019;55.71429;-21.241309;-0.79003906;Sommital;2014/06/17/ovpf2014ltpa;1;WGS84;FF
20140617 060350.96;2,52;;;;;Sommital;;0;WGS84;VF
20140617 060344.08;2,92;;;;;Sommital;;0;WGS84;VF
20140617 060308.00;2,48;;;;;Sommital;;0;WGS84;VF
20140617 060245.88;6,12;0.63526354;55.713326;-21.240532;-0.44140625;Sommital;2014/06/17/ovpf2014ltoz;1;WGS84;VF
20140617 055831.24;1,92;;;;;Sommital;;0;WGS84;VF
20140617 055741.12;4,84;;;;;Sommital;;0;WGS84;FF
20140617 055625.72;1,92;;;;;Sommital;;0;WGS84;VF
20140617 055616.12;2,4;;;;;Sommital;;0;WGS84;VF
20140617 055551.44;4,88;;;;;Sommital;;0;WGS84;VF
20140617 055549.28;3,24;2.3726332;55.474854;-20.922678;5;Sommital;2014/06/17/ovpf2014ltot;0;WGS84;PB
20140617 055420.32;2,84;;;;;Sommital;;0;WGS84;VF
20140617 055358.20;5,16;;;;;Sommital;;0;WGS84;FF
20140617 055305.48;4,64;;;;;Sommital;;0;WGS84;VF
20140617 055222.20;24,92;1.5851087;55.712328;-21.240999;-1.0554687;Sommital;2014/06/17/ovpf2014ltoq;1;WGS84;VF
20140617 055207.08;7,2;;;;;Sommital;;0;WGS84;FF
20140617 055159.44;2,32;;;;;Sommital;;0;WGS84;VF
20140617 055120.32;2,84;;;;;Sommital;;0;WGS84;VF
20140617 055037.04;2,72;;;;;Sommital;;0;WGS84;VF
20140617 054854.96;3,52;;;;;Sommital;;0;WGS84;VF
20140617 054837.32;4,64;1.2958496;55.71312;-21.243587;5;Sommital;2014/06/17/ovpf2014lton;0;WGS84;PB
20140617 054705.96;4,2;;;;;Sommital;;0;WGS84;VF
20140617 054547.48;5,48;1.339689;55.713203;-21.243958;5;Sommital;2014/06/17/ovpf2014ltok;0;WGS84;PB
20140617 054531.92;2,88;;;;;Sommital;;0;WGS84;VF
20140617 054428.28;2,56;;;;;Sommital;;0;WGS84;VF
20140617 054411.52;4,52;;;;;Sommital;;0;WGS84;VF
20140617 054255.52;7,12;1.5029113;55.717587;-21.245657;5;Sommital;2014/06/17/ovpf2014ltoi;0;WGS84;PB
20140617 054115.20;2;;;;;Sommital;;0;WGS84;VF
20140617 054102.24;3,44;;;;;Sommital;;0;WGS84;VF
20140617 054045.36;2,92;;;;;Sommital;;0;WGS84;VF
20140617 053925.96;2,28;;;;;Sommital;;0;WGS84;VF
20140617 053840.56;3,8;;;;;Sommital;;0;WGS84;VF
20140617 053812.52;7,32;1.5970623;55.71154;-21.245401;5;Sommital;2014/06/17/ovpf2014ltoe;0;WGS84;PB
20140617 053635.32;2,52;;;;;Sommital;;0;WGS84;VF
20140617 053424.24;2,28;;;;;Sommital;;0;WGS84;VF
20140617 053421.40;2;;;;;Sommital;;0;WGS84;VF
20140617 053408.52;4,64;0.61807734;55.711829;-21.240065;-0.97359375;Sommital;2014/06/17/ovpf2014ltoa;1;WGS84;VF
20140617 053336.32;3,04;;;;;Sommital;;0;WGS84;VF
20140617 053323.80;2,92;;;;;Sommital;;0;WGS84;VF
20140617 053316.28;3,92;;;;;Sommital;;0;WGS84;VF
20140617 053231.00;3,84;;;;;Sommital;;0;WGS84;FF
20140617 053216.28;5,72;;;;;Sommital;;0;WGS84;FF
20140617 053202.48;5,12;;;;;Sommital;;0;WGS84;FF
20140617 052757.20;3,24;;;;;Sommital;;0;WGS84;VF
20140617 052706.20;2,92;;;;;Sommital;;0;WGS84;VF
20140617 052542.64;2,24;;;;;Sommital;;0;WGS84;VF
20140617 052459.64;4,28;;;;;Sommital;;0;WGS84;VF
20140617 052434.60;2,24;;;;;Sommital;;0;WGS84;VF
20140617 052129.56;4,04;;;;;Sommital;;0;WGS84;VF
20140617 052038.16;2,28;;;;;Sommital;;0;WGS84;VF
20140617 051728.84;5,4;;;;;Sommital;;0;WGS84;VF
20140617 051656.64;2;;;;;Sommital;;0;WGS84;VF
20140617 051650.80;3,12;;;;;Sommital;;0;WGS84;VF
20140617 051642.16;2,2;;;;;Sommital;;0;WGS84;VF
20140617 051521.00;3,52;;;;;Sommital;;0;WGS84;VF
20140617 051454.20;3,6;;;;;Sommital;;0;WGS84;VF
20140617 051319.24;2,52;;;;;Sommital;;0;WGS84;VF
20140617 051316.92;2,84;;;;;Sommital;;0;WGS84;VF
20140617 051242.60;3,2;;;;;Sommital;;0;WGS84;VF
20140617 051123.92;17,16;1.41857;55.714077;-21.245201;-0.85078125;Sommital;2014/06/17/ovpf2014ltnh;1;WGS84;VF
20140617 051102.36;3,8;;;;;Sommital;;0;WGS84;VF
20140617 050515.12;3,56;;;;;Sommital;;0;WGS84;VF
20140617 050410.36;4,32;;;;;Sommital;;0;WGS84;VF
20140617 050144.12;2,52;;;;;Sommital;;0;WGS84;VF
20140617 050124.48;2,76;;;;;Sommital;;0;WGS84;VF
20140617 050108.28;3,16;;;;;Sommital;;0;WGS84;VF
20140617 045945.48;3,36;;;;;Sommital;;0;WGS84;NV
20140617 045808.20;3,36;;;;;Sommital;;0;WGS84;VF
20140617 045759.20;2,76;;;;;Sommital;;0;WGS84;VF
20140617 045739.80;2,52;;;;;Sommital;;0;WGS84;VF
20140617 045620.76;10;1.6717264;55.716911;-21.246099;5;Sommital;2014/06/17/ovpf2014ltmu;0;WGS84;PB
20140617 045550.36;9,4;;;;;Sommital;;0;WGS84;FF
20140617 045540.16;4,24;;;;;Sommital;;0;WGS84;FF
20140617 045522.32;2,92;;;;;Sommital;;0;WGS84;VF
20140617 045422.96;7,4;1.6293655;55.720276;-21.248352;5;Sommital;2014/06/17/ovpf2014ltms;0;WGS84;PB
20140617 045132.36;3,24;;;;;Indetermine;;0;WGS84;VF
20140617 045052.60;6,64;;;;;Sommital;;0;WGS84;FF
20140617 045015.88;16,2;1.6275668;55.711212;-21.244992;-0.88085938;Sommital;2014/06/17/ovpf2014ltmp;1;WGS84;VF
20140617 044903.36;40,24;;;;;Effondrement;;0;WGS84;VF
20140617 044854.36;3,28;;;;;Sommital;;0;WGS84;VF
20140617 044502.84;2,68;;;;;Sommital;;0;WGS84;VF
20140617 044428.76;5,84;;;;;Sommital;;0;WGS84;FF
20140617 044315.08;2,32;;;;;Sommital;;0;WGS84;VF
20140617 044202.96;4,92;;;;;Sommital;;0;WGS84;FF
20140617 044012.56;3,8;;;;;Sommital;;0;WGS84;FF
20140617 043908.68;5,32;;;;;Sommital;;0;WGS84;PB
20140617 043902.08;5,28;1.6589844;55.640999;-21.19788;15.358854;Sommital;2014/06/17/ovpf2014ltmf;0;WGS84;PB
20140617 043835.44;6,96;;;;;Sommital;;0;WGS84;FF
20140617 043737.60;1,92;;;;;Sommital;;0;WGS84;VF
20140617 043703.04;12,88;0.55860574;55.713946;-21.241421;-0.66289062;Sommital;2014/06/17/ovpf2014ltmd;1;WGS84;VF
20140617 043556.08;5;1.3816311;55.712723;-21.244291;5;Sommital;2014/06/17/ovpf2014ltmc;0;WGS84;PB
20140617 043446.64;7,28;;;;;Sommital;;0;WGS84;FF
20140617 043424.88;5,6;;;;;Sommital;;0;WGS84;FF
20140617 042921.80;4,36;;;;;Sommital;;0;WGS84;FF
20140617 042909.72;2,72;;;;;Sommital;;0;WGS84;VF
20140617 042852.76;3,76;;;;;Sommital;;0;WGS84;VF
20140617 042840.32;3,8;;;;;Sommital;;0;WGS84;VF
20140617 042831.40;4,56;;;;;Sommital;;0;WGS84;FF
20140617 042450.40;5,04;;;;;Sommital;;0;WGS84;FF
20140617 042407.48;4,36;;;;;Sommital;;0;WGS84;VF
20140617 042321.16;5,68;;;;;Sommital;;0;WGS84;VF
20140617 042136.36;6,96;1.8211997;55.640369;-21.413429;5;Sommital;2014/06/17/ovpf2014ltlq;0;WGS84;PB
20140617 041932.88;3;;;;;Sommital;;0;WGS84;VF
20140617 041926.12;2,88;;;;;Sommital;;0;WGS84;VF
20140617 041708.52;3;;;;;Sommital;;0;WGS84;VF
20140617 041612.84;2,76;;;;;Sommital;;0;WGS84;VF
20140617 041445.40;4,12;;;;;Sommital;;0;WGS84;VF
20140617 041346.36;6,28;;;;;Effondrement;;0;WGS84;FF
20140617 041206.48;2,12;;;;;Sommital;;0;WGS84;VF
20140617 041106.24;3,56;;;;;Sommital;;0;WGS84;VF
20140617 041033.76;16,04;;;;;Effondrement;;0;WGS84;FF
20140617 040853.96;2,48;;;;;Sommital;;0;WGS84;VF
20140617 040756.28;4,64;;;;;Sommital;;0;WGS84;VF
20140617 040709.92;3,32;;;;;Sommital;;0;WGS84;VF
20140617 040638.08;2,88;;;;;Sommital;;0;WGS84;VF
20140617 040601.00;3,16;;;;;Sommital;;0;WGS84;VF
20140617 040506.40;4,88;;;;;Sommital;;0;WGS84;FF
20140617 040316.68;3,56;;;;;Sommital;;0;WGS84;VF
20140617 040307.80;4,24;;;;;Sommital;;0;WGS84;VF
20140617 040216.16;2,88;;;;;Sommital;;0;WGS84;VF
20140617 040133.04;2,88;;;;;Sommital;;0;WGS84;VF
20140617 040117.80;2,64;;;;;Sommital;;0;WGS84;VF
20140617 035808.24;4,08;;;;;Sommital;;0;WGS84;VF
20140617 035801.88;3,56;;;;;Sommital;;0;WGS84;VF
20140617 035719.20;2,64;;;;;Sommital;;0;WGS84;VF
20140617 035619.92;35,44;2.5491685;55.730984;-21.240978;5;Sommital;2014/06/17/ovpf2014ltku;0;WGS84;VF
20140617 035246.60;3,8;;;;;Sommital;;0;WGS84;VF
20140617 035141.00;3,24;;;;;Sommital;;0;WGS84;VF
20140617 034535.72;3,52;;;;;Sommital;;0;WGS84;VF
20140617 034528.88;2,84;;;;;Sommital;;0;WGS84;VF
20140617 034508.88;3,08;;;;;Sommital;;0;WGS84;VF
20140617 034422.96;3,28;;;;;Sommital;;0;WGS84;VF
20140617 034200.04;2,48;;;;;Sommital;;0;WGS84;VF
20140617 034037.00;3,24;;;;;Sommital;;0;WGS84;VF
20140617 033855.04;3,36;;;;;Sommital;;0;WGS84;VF
20140617 033821.56;2,64;;;;;Sommital;;0;WGS84;VF
20140617 033730.32;17,2;1.6295652;55.714863;-21.240974;-0.63867188;Sommital;2014/06/17/ovpf2014ltke;1;WGS84;VF
20140617 033611.28;4,12;;;;;Sommital;;0;WGS84;VF
20140617 033319.64;2,92;;;;;Sommital;;0;WGS84;VF
20140617 033232.84;3,52;;;;;Sommital;;0;WGS84;VF
20140617 033158.08;6,04;1.0351695;55.714062;-21.241532;-0.76582031;Sommital;2014/06/17/ovpf2014ltka;1;WGS84;VF
20140617 033050.48;2,96;;;;;Sommital;;0;WGS84;VF
20140617 033045.00;2,76;;;;;Sommital;;0;WGS84;VF
20140617 032942.84;2,8;;;;;Sommital;;0;WGS84;VF
20140617 032923.56;5,08;;;;;Effondrement;;0;WGS84;VF
20140617 032830.32;10,68;1.1778816;55.715671;-21.241309;-0.65683594;Sommital;2014/06/17/ovpf2014ltjx;1;WGS84;VF
20140617 032740.08;2,6;;;;;Sommital;;0;WGS84;VF
20140617 032621.16;2,56;;;;;Sommital;;0;WGS84;VF
20140617 032549.84;4,72;;;;;Sommital;;0;WGS84;VF
20140617 032533.84;1,88;;;;;Sommital;;0;WGS84;VF
20140617 032446.68;39,72;;;;;Effondrement;;0;WGS84;VF
20140617 032411.00;4,24;;;;;Effondrement;;0;WGS84;VF
20140617 032344.32;2,6;;;;;Sommital;;0;WGS84;VF
20140617 032302.56;2,04;;;;;Sommital;;0;WGS84;VF
20140617 032013.08;1,24;;;;;Sommital;;0;WGS84;VF
20140617 031954.44;2,2;;;;;Sommital;;0;WGS84;VF
20140617 031922.16;2,16;;;;;Sommital;;0;WGS84;VF
20140617 031904.80;22,64;;;;;Effondrement;;0;WGS84;VF
20140617 031854.56;3,56;;;;;Sommital;;0;WGS84;VF
20140617 031757.00;27,72;;;;;Sommital;;0;WGS84;VF
20140617 031736.56;21,48;1.7476324;55.710963;-21.242537;-0.79609375;Sommital;2014/06/17/ovpf2014ltjn;1;WGS84;VF
20140617 031547.76;61,92;;;;;Effondrement;;0;WGS84;VF
20140617 031536.84;2,48;;;;;Sommital;;0;WGS84;VF
20140617 031533.68;2,28;;;;;Sommital;;0;WGS84;VF
20140617 031517.56;5,56;;;;;Sommital;;0;WGS84;VF
20140617 031507.80;1,8;;;;;Sommital;;0;WGS84;VF
20140617 031456.68;2,68;;;;;Sommital;;0;WGS84;VF
20140617 031401.44;2,8;;;;;Sommital;;0;WGS84;VF
20140617 031350.88;3,24;;;;;Sommital;;0;WGS84;VF
20140617 031328.48;3,6;;;;;Sommital;;0;WGS84;VF
20140617 031256.28;2,44;;;;;Sommital;;0;WGS84;VF
20140617 031246.88;3,16;;;;;Sommital;;0;WGS84;VF
20140617 031232.04;2,2;;;;;Sommital;;0;WGS84;VF
20140617 031224.44;3,64;;;;;Sommital;;0;WGS84;VF
